,Region,IndustrySector,Sex,Ethnicity,Race,VeteranStatus,SizeOfFirm,FACTORS_P,FACTORS_P_LABEL,NumberOfRespondents,FIRMPDEMP_PCT,FIRMPDEMP_PCT_F,TotalRevenueOfFirmsInCategory,RCPPDEMP_PCT,RCPPDEMP_PCT_F,NumberOfEmployeesInCategory,EMP_PCT,EMP_PCT_F,AnnualPayroll,PAYANN_PCT,PAYANN_PCT_F,FIRMPDEMP_PCT_S,FIRMPDEMP_PCT_S_F,RCPPDEMP_PCT_S,RCPPDEMP_PCT_S_F,EMP_PCT_S,EMP_PCT_S_F,PAYANN_PCT_S,PAYANN_PCT_S_F
1041,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 1 to 9 employees,T3E36R05,Specialized Software: Lacked access to required human capital and talent,1063,0.5,,812294,0.8,,3521,0.6,,165131,0.8,,0.1,,0.2,,0.2,,0.2,
1042,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 1 to 9 employees,T3E36R06,Specialized Software: Laws and regulations,1274,0.6,,913014,0.8,,4604,0.8,,187051,0.9,,0.1,,0.2,,0.2,,0.2,
1043,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 1 to 9 employees,T3E36R07,Specialized Software: Concerns regarding safety and security (physical security and/or cyber security),1875,1.0,,1238892,1.2,,6535,1.1,,280998,1.3,,0.1,,0.2,,0.2,,0.2,
1044,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 1 to 9 employees,T3E36R08,Specialized Software: Lacked access to capital,2851,1.5,,1489195,1.4,,10098,1.7,,325546,1.5,,0.2,,0.2,,0.3,,0.2,
1045,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T1E36R01,Artificial Intelligence: Technology was too expensive,2495,6.2,,2562126,3.9,,24703,5.5,,642879,3.8,,0.6,,1.2,,1.6,,1.3,
1046,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T1E36R02,Artificial Intelligence: Technology was not mature,336,0.8,,270685,0.4,,1595,0.4,,98421,0.6,,0.2,,0.3,,0.2,,0.4,
1047,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T1E36R03,Artificial Intelligence: Lacked access to required data,109,0.3,,133226,0.2,,696,0.2,,36139,0.2,,0.1,,0.3,,0.2,,0.3,
1048,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T1E36R04,Artificial Intelligence: Required data not reliable,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
1049,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T1E36R05,Artificial Intelligence: Lacked access to required human capital and talent,416,1.0,,506428,0.8,,5476,1.2,,211638,1.3,,0.3,,0.4,,0.9,,0.9,
1050,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T1E36R01,Artificial Intelligence: Technology was too expensive,4114,8.2,,20073131,7.8,,115792,6.5,,4001883,6.5,,0.7,,1.8,,0.7,,0.6,
1051,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T1E36R02,Artificial Intelligence: Technology was not mature,485,1.0,,4435011,1.7,,15441,0.9,,816415,1.3,,0.3,,1.6,,0.7,,1.0,
1052,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T1E36R03,Artificial Intelligence: Lacked access to required data,92,0.2,,402678,0.2,,3376,0.2,,103478,0.2,,0.1,,0.2,,0.1,,0.1,
1053,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T1E36R04,Artificial Intelligence: Required data not reliable,136,0.3,,376214,0.1,,14083,0.8,,176114,0.3,,0.1,,0.1,,0.8,,0.2,
1054,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T1E36R06,Artificial Intelligence: Laws and regulations,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
1055,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T1E36R07,Artificial Intelligence: Concerns regarding safety and security (physical security and/or cyber security),0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
1056,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T1E36R08,Artificial Intelligence: Lacked access to capital,600,1.5,,621584,0.9,,5414,1.2,,178050,1.1,,0.4,,0.4,,0.6,,0.5,
1057,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T1E36R09,Artificial Intelligence: Technology not applicable to this business,20462,50.5,,27073656,40.8,,205760,45.5,,6510527,38.5,,1.5,,9.1,,4.5,,6.9,
1058,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T1E36R10,Artificial Intelligence: No factors adversely affected the adoption of this technology,17032,42.0,,35432346,53.4,,214803,47.5,,9301415,55.0,,1.5,,9.5,,5.2,,7.5,
1059,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T1E36R99,Artificial Intelligence: Total Reporting,40550,100.0,,66394688,100.0,,452163,100.0,,16906727,100.0,,0.0,,0.0,,0.0,,0.0,
1060,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T2E36R01,Cloud-Based: Technology was too expensive,2678,6.6,,2689679,4.1,,27632,6.2,,771873,4.6,,0.8,,1.5,,1.9,,1.9,
1061,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T2E36R02,Cloud-Based: Technology was not mature,163,0.4,,119102,0.2,,640,0.1,,37977,0.2,,0.1,,0.3,,0.1,,0.3,
1062,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T2E36R03,Cloud-Based: Lacked access to required data,183,0.5,,178825,0.3,,1341,0.3,,55272,0.3,,0.2,,0.3,,0.2,,0.3,
1063,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T2E36R04,Cloud-Based: Required data not reliable,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
1064,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T2E36R05,Cloud-Based: Lacked access to required human capital and talent,370,0.9,,494841,0.7,,6268,1.4,,222566,1.3,,0.2,,0.4,,0.9,,0.9,
1065,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T2E36R06,Cloud-Based: Laws and regulations,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
1066,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T2E36R07,Cloud-Based: Concerns regarding safety and security (physical security and/or cyber security),0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
1067,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T2E36R08,Cloud-Based: Lacked access to capital,562,1.4,,592248,0.9,,5093,1.1,,153165,0.9,,0.3,,0.4,,0.6,,0.4,
1068,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T2E36R09,Cloud-Based: Technology not applicable to this business,15917,39.4,,19662504,29.8,,143139,32.1,,4381835,26.1,,1.4,,8.9,,6.5,,6.6,
1069,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T2E36R10,Cloud-Based: No factors adversely affected the adoption of this technology,20193,49.9,,39256017,59.5,,251036,56.3,,10442677,62.1,,1.7,,10.0,,7.5,,8.5,
1070,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T2E36R99,Cloud-Based: Total Reporting,40448,100.0,,65987602,100.0,,445694,100.0,,16812618,100.0,,0.0,,0.0,,0.0,,0.0,
1071,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T1E36R05,Artificial Intelligence: Lacked access to required human capital and talent,197,0.4,,3583971,1.4,,13186,0.7,,448623,0.7,,0.3,,1.2,,1.0,,1.0,
1072,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T1E36R06,Artificial Intelligence: Laws and regulations,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
1073,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T1E36R07,Artificial Intelligence: Concerns regarding safety and security (physical security and/or cyber security),326,0.6,,3335010,1.3,,18624,1.0,,633614,1.0,,0.2,,1.6,,1.1,,1.1,
1074,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T1E36R08,Artificial Intelligence: Lacked access to capital,341,0.7,,749852,0.3,,7054,0.4,,264783,0.4,,0.2,,0.2,,0.2,,0.3,
1075,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T1E36R09,Artificial Intelligence: Technology not applicable to this business,24448,48.4,,116178249,45.0,,885615,49.9,,28638093,46.7,,1.7,,5.7,,3.2,,3.5,
1076,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T1E36R10,Artificial Intelligence: No factors adversely affected the adoption of this technology,21354,42.3,,116653130,45.2,,743014,41.8,,27741830,45.2,,2.0,,3.7,,2.5,,2.7,
1077,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T1E36R99,Artificial Intelligence: Total Reporting,50464,100.0,,258151880,100.0,,1775915,100.0,,61323809,100.0,,0.0,,0.0,,0.0,,0.0,
1078,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T2E36R01,Cloud-Based: Technology was too expensive,3673,7.3,,13533297,5.2,,94508,5.3,,3143846,5.1,,0.7,,1.3,,1.1,,0.9,
1079,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T2E36R02,Cloud-Based: Technology was not mature,298,0.6,,2519912,1.0,,19265,1.1,,1191380,1.9,,0.2,,1.7,,2.1,,3.8,
1080,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T2E36R03,Cloud-Based: Lacked access to required data,297,0.6,,1370099,0.5,,12369,0.7,,434059,0.7,,0.2,,0.4,,0.6,,1.0,
1081,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T2E36R04,Cloud-Based: Required data not reliable,319,0.6,,1631840,0.6,,22448,1.3,,475721,0.8,,0.2,,0.3,,1.0,,0.4,
1082,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T2E36R05,Cloud-Based: Lacked access to required human capital and talent,120,0.2,,1412638,0.5,,9018,0.5,,382573,0.6,,0.2,,1.0,,0.8,,1.2,
1083,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T2E36R06,Cloud-Based: Laws and regulations,215,0.4,,737805,0.3,,7532,0.4,,242908,0.4,,0.2,,0.2,,0.2,,0.3,
1084,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T2E36R07,Cloud-Based: Concerns regarding safety and security (physical security and/or cyber security),901,1.8,,5092359,2.0,,41347,2.3,,1485964,2.4,,0.5,,1.2,,1.8,,1.8,
1085,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T2E36R08,Cloud-Based: Lacked access to capital,452,0.9,,1189742,0.5,,11953,0.7,,376305,0.6,,0.2,,0.4,,0.5,,0.5,
1086,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T2E36R09,Cloud-Based: Technology not applicable to this business,19204,38.1,,85226225,33.0,,650476,36.6,,19589072,32.0,,1.5,,9.7,,8.2,,8.8,
1087,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T2E36R10,Cloud-Based: No factors adversely affected the adoption of this technology,25795,51.1,,148156067,57.4,,932990,52.5,,34967506,57.0,,2.1,,7.3,,5.4,,4.2,
1088,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T3E36R01,Specialized Software: Technology was too expensive,2699,6.7,,2519205,3.8,,23575,5.3,,625671,3.7,,0.8,,1.3,,1.6,,1.3,
1089,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T3E36R02,Specialized Software: Technology was not mature,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
1090,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T3E36R03,Specialized Software: Lacked access to required data,96,0.2,,158820,0.2,,858,0.2,,48151,0.3,,0.1,,0.3,,0.2,,0.3,
1091,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T3E36R04,Specialized Software: Required data not reliable,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
1092,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T3E36R05,Specialized Software: Lacked access to required human capital and talent,434,1.1,,387709,0.6,,4527,1.0,,137134,0.8,,0.4,,0.2,,0.5,,0.3,
1093,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T3E36R06,Specialized Software: Laws and regulations,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
1094,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T3E36R07,Specialized Software: Concerns regarding safety and security (physical security and/or cyber security),0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
1095,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T3E36R08,Specialized Software: Lacked access to capital,704,1.7,,712859,1.1,,6420,1.4,,182386,1.1,,0.2,,0.4,,0.8,,0.5,
1096,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T3E36R09,Specialized Software: Technology not applicable to this business,15377,38.1,,18170207,27.6,,135313,30.5,,4192492,25.0,,1.5,,8.7,,6.0,,6.6,
1097,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T3E36R10,Specialized Software: No factors adversely affected the adoption of this technology,21244,52.6,,35164633,53.4,,252905,56.9,,9626060,57.4,,1.5,,11.4,,7.4,,10.4,
1098,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T3E36R99,Specialized Software: Total Reporting,40409,100.0,,65846200,100.0,,444201,100.0,,16760655,100.0,,0.0,,0.0,,0.0,,0.0,
1099,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T4E36R01,Robotics: Technology was too expensive,2460,6.1,,2881593,4.3,,26429,5.9,,759467,4.5,,0.8,,1.3,,1.5,,1.4,
1100,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T4E36R02,Robotics: Technology was not mature,193,0.5,,160769,0.2,,1625,0.4,,65762,0.4,,0.2,,0.1,,0.3,,0.2,
1101,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T4E36R03,Robotics: Lacked access to required data,90,0.2,,178177,0.3,,886,0.2,,58101,0.3,,0.1,,0.3,,0.2,,0.3,
1103,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T4E36R05,Robotics: Lacked access to required human capital and talent,336,0.8,,230630,0.3,,1286,0.3,,65703,0.4,,0.2,,0.1,,0.1,,0.1,
1104,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T4E36R06,Robotics: Laws and regulations,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
1105,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T4E36R07,Robotics: Concerns regarding safety and security (physical security and/or cyber security),0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
1106,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T2E36R99,Cloud-Based: Total Reporting,50462,100.0,,257952224,100.0,,1775466,100.0,,61299691,100.0,,0.0,,0.0,,0.0,,0.0,
1107,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T3E36R01,Specialized Software: Technology was too expensive,4148,8.2,,18402841,7.1,,117747,6.7,,3765183,6.2,,0.7,,1.5,,1.6,,1.2,
1108,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T3E36R02,Specialized Software: Technology was not mature,336,0.7,,1505569,0.6,,8861,0.5,,478188,0.8,,0.3,,0.6,,0.3,,0.5,
1109,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T3E36R03,Specialized Software: Lacked access to required data,75,0.1,,371924,0.1,,3015,0.2,,111028,0.2,,0.1,,0.1,,0.1,,0.2,
1110,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T3E36R04,Specialized Software: Required data not reliable,256,0.5,,1964719,0.8,,16106,0.9,,851256,1.4,,0.1,,0.6,,1.2,,2.6,
1111,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T3E36R05,Specialized Software: Lacked access to required human capital and talent,201,0.4,,1894558,0.7,,9876,0.6,,396715,0.6,,0.2,,1.4,,0.7,,1.0,
1112,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T3E36R06,Specialized Software: Laws and regulations,298,0.6,,1177871,0.5,,9038,0.5,,368551,0.6,,0.3,,0.3,,0.3,,0.3,
1113,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T3E36R07,Specialized Software: Concerns regarding safety and security (physical security and/or cyber security),472,0.9,,2058933,0.8,,18800,1.1,,642652,1.1,,0.3,,0.9,,1.0,,1.2,
1114,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T3E36R08,Specialized Software: Lacked access to capital,503,1.0,,1321992,0.5,,13594,0.8,,417050,0.7,,0.2,,0.3,,0.4,,0.4,
1115,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T3E36R09,Specialized Software: Technology not applicable to this business,19214,38.2,,83087799,32.3,,646360,36.5,,19690621,32.2,,1.7,,10.9,,8.1,,9.0,
1116,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T3E36R10,Specialized Software: No factors adversely affected the adoption of this technology,25663,51.0,,149677630,58.1,,954039,53.9,,35462190,58.0,,2.2,,9.7,,7.4,,6.5,
1117,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T3E36R99,Specialized Software: Total Reporting,50288,100.0,,257453114,100.0,,1768603,100.0,,61157312,100.0,,0.0,,0.0,,0.0,,0.0,
1118,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T4E36R01,Robotics: Technology was too expensive,4074,8.1,,20879692,8.1,,118921,6.7,,3730238,6.1,,0.6,,2.1,,1.7,,1.5,
1119,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T4E36R02,Robotics: Technology was not mature,253,0.5,,1046151,0.4,,8392,0.5,,252759,0.4,,0.2,,0.6,,0.5,,0.4,
1120,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T4E36R03,Robotics: Lacked access to required data,129,0.3,,392771,0.2,,3885,0.2,,116938,0.2,,0.1,,0.1,,0.2,,0.1,
1121,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T4E36R04,Robotics: Required data not reliable,53,0.1,,232553,0.1,,2211,0.1,,60437,0.1,,0.1,,0.1,,0.1,,0.1,
1122,United States,Total for all sectors,Total,Hispanic,Total,Total,Firms with 10 employees or more,T4E36R05,Robotics: Lacked access to required human capital and talent,181,0.4,,1863477,0.7,,9204,0.5,,333938,0.5,,0.2,,1.1,,0.4,,0.6,
1123,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T4E36R08,Robotics: Lacked access to capital,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
1124,United States,Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,T4E36R09,Robotics: Technology not applicable to this business,20401,50.5,,26450391,39.9,,204067,45.2,,6449285,38.2,,1.6,,9.0,,4.6,,7.1,
