,Region,IndustrySector,Sex,Ethnicity,Race,VeteranStatus,SizeOfFirm,NumberOfRespondents,TotalRevenueOfFirmsInCategory,NumberOfEmployeesInCategory,AnnualPayroll
4295,United States,Manufacturing,Male,Total,White,Total,Firms with no employees,10044,0,0,1637646
4296,United States,Manufacturing,Male,Total,White,Total,Firms with 1 to 4 employees,51764,0,116465,4916249
4297,United States,Manufacturing,Male,Total,White,Total,Firms with 5 to 9 employees,27157,0,180741,7622782
4298,United States,Construction,Equally male/female,Total,Nonminority,Total,Firms with 100 to 249 employees,257,0,36734,1939069
4299,United States,Construction,Equally male/female,Total,Nonminority,Total,Firms with 250 to 499 employees,0,0,0,0
4300,United States,Construction,Equally male/female,Total,Nonminority,Total,Firms with 500 employees or more,0,0,0,0
4301,United States,Construction,Total,Total,Total,Veteran,All firms,47781,0,364181,20833634
4302,United States,Construction,Total,Total,Total,Veteran,Firms with no employees,6776,0,0,282403
4303,United States,Construction,Total,Total,Total,Veteran,Firms with 1 to 4 employees,25370,0,51255,1941867
4304,United States,Construction,Total,Total,Total,Veteran,Firms with 5 to 9 employees,7310,0,46801,2031381
4305,United States,Construction,Total,Total,Total,Veteran,Firms with 10 to 19 employees,4456,0,59098,3006851
4306,United States,Construction,Total,Total,Total,Veteran,Firms with 20 to 49 employees,2647,0,78599,4696350
4307,United States,Construction,Total,Total,Total,Veteran,Firms with 50 to 99 employees,941,0,65297,3688825
4308,United States,Construction,Total,Total,Total,Veteran,Firms with 100 to 249 employees,0,0,0,0
4309,United States,Construction,Total,Total,Total,Veteran,Firms with 250 to 499 employees,9,0,2190,161675
4310,United States,Construction,Total,Total,Total,Veteran,Firms with 500 employees or more,31,0,33298,2989341
4311,United States,Construction,Female,Total,White,Equally veteran/nonveteran,All firms,0,0,0,0
4312,United States,Construction,Male,Total,White,Equally veteran/nonveteran,All firms,6778,0,98245,5526737
4313,United States,Construction,Equally male/female,Total,White,Equally veteran/nonveteran,All firms,10903,0,61711,3480160
4314,United States,Construction,Total,Hispanic,White,Equally veteran/nonveteran,All firms,0,0,0,0
4315,United States,Construction,Total,Equally Hispanic/non-Hispanic,White,Equally veteran/nonveteran,All firms,0,0,0,0
4316,United States,Construction,Total,Non-Hispanic,White,Equally veteran/nonveteran,All firms,16922,0,149347,8459395
4317,United States,Construction,Total,Total,Black or African American,Equally veteran/nonveteran,All firms,0,0,0,0
4318,United States,Construction,Total,Total,Black or African American,Equally veteran/nonveteran,Firms with no employees,11,0,0,2004
4319,United States,Construction,Total,Total,Black or African American,Equally veteran/nonveteran,Firms with 1 to 4 employees,0,0,0,0
4322,United States,Manufacturing,Total,Total,Nonminority,Veteran,Firms with 5 to 9 employees,2723,0,17732,719095
4323,United States,Construction,Total,Total,Nonminority,Nonveteran,Firms with 50 to 99 employees,8885,0,599949,40310413
4324,United States,Construction,Total,Total,Nonminority,Nonveteran,Firms with 100 to 249 employees,4159,0,589363,39561881
4325,United States,Construction,Total,Total,Nonminority,Nonveteran,Firms with 250 to 499 employees,793,0,231574,17860033
4326,United States,Construction,Total,Total,Nonminority,Nonveteran,Firms with 500 employees or more,513,0,455504,35606736
4327,United States,Construction,Classifiable,Classifiable,Classifiable,Classifiable,All firms,706577,0,5819402,345273395
4328,United States,Construction,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,98252,0,0,5055882
4329,United States,Construction,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 4 employees,369537,0,743854,29828963
4330,United States,Construction,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 5 to 9 employees,112189,0,737047,34235187
4331,United States,Construction,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 10 to 19 employees,68433,0,916917,48837696
4332,United States,Construction,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 20 to 49 employees,40784,0,1222289,73519466
4333,United States,Construction,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 50 to 99 employees,10943,0,739302,48173362
4334,United States,Construction,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 100 to 249 employees,4961,0,689383,45730570
4335,United States,Construction,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 250 to 499 employees,915,0,273705,20815061
4336,United States,Construction,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 500 employees or more,563,0,496905,39077206
4337,United States,Manufacturing,Male,Total,White,Total,Firms with 10 to 19 employees,23971,0,327531,14705228
4338,United States,Manufacturing,Male,Total,White,Total,Firms with 20 to 49 employees,23079,0,701696,35194360
4339,United States,Manufacturing,Male,Total,White,Total,Firms with 50 to 99 employees,9246,0,615595,32255543
4340,United States,Manufacturing,Male,Total,White,Total,Firms with 100 to 249 employees,6112,0,845034,43895693
4341,United States,Manufacturing,Male,Total,White,Total,Firms with 250 to 499 employees,1825,0,520636,27739032
4342,United States,Manufacturing,Male,Total,White,Total,Firms with 500 employees or more,980,0,885652,47287072
4343,United States,Manufacturing,Equally male/female,Total,White,Total,All firms,35002,0,531625,23283534
4344,United States,Manufacturing,Equally male/female,Total,White,Total,Firms with no employees,2682,0,0,265675
4345,United States,Manufacturing,Equally male/female,Total,White,Total,Firms with 1 to 4 employees,14025,0,31878,1069128
4346,United States,Manufacturing,Equally male/female,Total,White,Total,Firms with 5 to 9 employees,7142,0,47434,1707477
4347,United States,Manufacturing,Equally male/female,Total,White,Total,Firms with 10 to 19 employees,5292,0,71754,2850417
4348,United States,Manufacturing,Equally male/female,Total,White,Total,Firms with 20 to 49 employees,3864,0,117552,5331006
4349,United States,Manufacturing,Equally male/female,Total,White,Total,Firms with 50 to 99 employees,1085,0,66295,3103867
4350,United States,Manufacturing,Equally male/female,Total,White,Total,Firms with 100 to 249 employees,701,0,106984,4895300
4351,United States,Manufacturing,Equally male/female,Total,White,Total,Firms with 250 to 499 employees,137,0,41824,1860174
4352,United States,Manufacturing,Equally male/female,Total,White,Total,Firms with 500 employees or more,74,0,47904,2200490
4353,United States,Construction,Female,Total,Total,Veteran,All firms,0,0,0,0
4354,United States,Construction,Female,Total,Total,Veteran,Firms with no employees,65,0,0,2406
4355,United States,Construction,Female,Total,Total,Veteran,Firms with 1 to 4 employees,426,0,970,25736
4356,United States,Construction,Female,Total,Total,Veteran,Firms with 5 to 9 employees,0,0,0,0
4357,United States,Construction,Female,Total,Total,Veteran,Firms with 10 to 19 employees,0,0,0,0
4359,United States,Construction,Male,Total,Total,Veteran,All firms,46759,0,359026,20600796
4360,United States,Construction,Male,Total,Total,Veteran,Firms with no employees,6690,0,0,279134
4361,United States,Construction,Male,Total,Black or African American,Equally veteran/nonveteran,All firms,0,0,0,0
4362,United States,Construction,Equally male/female,Total,Black or African American,Equally veteran/nonveteran,All firms,0,0,0,0
4363,United States,Construction,Total,Non-Hispanic,Black or African American,Equally veteran/nonveteran,All firms,0,0,0,0
4364,United States,Construction,Total,Total,American Indian and Alaska Native,Equally veteran/nonveteran,All firms,0,0,0,0
4371,United States,Construction,Total,Non-Hispanic,American Indian and Alaska Native,Equally veteran/nonveteran,All firms,0,0,0,0
4372,United States,Construction,Total,Total,Asian,Equally veteran/nonveteran,All firms,4,0,2,112
4374,United States,Construction,Total,Total,Asian,Equally veteran/nonveteran,Firms with 1 to 4 employees,2,0,2,61
4375,United States,Manufacturing,Equally male/female,Total,Nonminority,Total,All firms,31785,0,493413,21926409
4376,United States,Manufacturing,Equally male/female,Total,Nonminority,Total,Firms with no employees,2445,0,0,252326
4377,United States,Manufacturing,Equally male/female,Total,Nonminority,Total,Firms with 1 to 4 employees,12626,0,28708,987513
4378,United States,Manufacturing,Equally male/female,Total,Nonminority,Total,Firms with 5 to 9 employees,6441,0,43000,1562005
4379,United States,Manufacturing,Equally male/female,Total,Nonminority,Total,Firms with 10 to 19 employees,4851,0,65669,2609909
4380,United States,Manufacturing,Equally male/female,Total,Nonminority,Total,Firms with 20 to 49 employees,3547,0,107934,4959668
4381,United States,Manufacturing,Equally male/female,Total,Nonminority,Total,Firms with 50 to 99 employees,1020,0,62415,2949631
4382,United States,Manufacturing,Equally male/female,Total,Nonminority,Total,Firms with 100 to 249 employees,647,0,96544,4567301
4383,United States,Manufacturing,Equally male/female,Total,Nonminority,Total,Firms with 250 to 499 employees,135,0,41238,1837565
4384,United States,Manufacturing,Equally male/female,Total,Nonminority,Total,Firms with 500 employees or more,74,0,47904,2200490
4385,United States,Manufacturing,Total,Total,American Indian and Alaska Native,Nonveteran,Firms with 5 to 9 employees,134,0,898,34941
4386,United States,Manufacturing,Total,Total,American Indian and Alaska Native,Nonveteran,Firms with 10 to 19 employees,0,0,0,0
4387,United States,Manufacturing,Total,Total,American Indian and Alaska Native,Nonveteran,Firms with 20 to 49 employees,84,0,2248,118486
4388,United States,Manufacturing,Total,Total,American Indian and Alaska Native,Nonveteran,Firms with 50 to 99 employees,23,0,1479,73937
4389,United States,Manufacturing,Total,Total,American Indian and Alaska Native,Nonveteran,Firms with 100 to 249 employees,8,0,1137,48833
4392,United States,Manufacturing,Female,Total,American Indian and Alaska Native,Nonveteran,All firms,216,0,3294,170338
4393,United States,Manufacturing,Male,Total,American Indian and Alaska Native,Nonveteran,All firms,521,0,6047,282316
4394,United States,Manufacturing,Equally male/female,Total,American Indian and Alaska Native,Nonveteran,All firms,19,0,184,6379
4395,United States,Manufacturing,Total,Hispanic,American Indian and Alaska Native,Nonveteran,All firms,0,0,0,0
4396,United States,Manufacturing,Total,Non-Hispanic,American Indian and Alaska Native,Nonveteran,All firms,667,0,8659,423764
4397,United States,Manufacturing,Total,Total,Asian,Nonveteran,All firms,10537,0,217900,8562809
4398,United States,Manufacturing,Total,Total,Asian,Nonveteran,Firms with no employees,918,0,0,76658
4399,United States,Manufacturing,Total,Total,Asian,Nonveteran,Firms with 1 to 4 employees,4284,0,9420,353725
4400,United States,Manufacturing,Female,Total,Total,Veteran,All firms,0,0,0,0
4401,United States,Manufacturing,Female,Total,Total,Veteran,Firms with no employees,34,0,0,3370
4402,United States,Manufacturing,Female,Total,Total,Veteran,Firms with 1 to 4 employees,149,0,313,7949
4403,United States,Manufacturing,Female,Total,Total,Veteran,Firms with 5 to 9 employees,0,0,0,0
4404,United States,Manufacturing,Female,Total,Total,Veteran,Firms with 10 to 19 employees,16,0,237,7259
4405,United States,Manufacturing,Female,Total,Total,Veteran,Firms with 20 to 49 employees,24,0,919,21278
4409,United States,Manufacturing,Male,Total,Total,Veteran,All firms,16338,0,391884,20081077
4410,United States,Manufacturing,Male,Total,Total,Veteran,Firms with no employees,1133,0,0,278620
4411,United States,Manufacturing,Male,Total,Total,Veteran,Firms with 1 to 4 employees,5988,0,13496,518712
4412,United States,Manufacturing,Male,Total,Total,Veteran,Firms with 5 to 9 employees,2839,0,18369,741887
4413,United States,Manufacturing,Male,Total,Total,Veteran,Firms with 10 to 19 employees,2494,0,33641,1498215
4414,United States,Manufacturing,Male,Total,Total,Veteran,Firms with 20 to 49 employees,2076,0,64767,3273648
4415,United States,Manufacturing,Male,Total,Total,Veteran,Firms with 50 to 99 employees,917,0,62872,3209085
4416,United States,Manufacturing,Male,Total,Total,Veteran,Firms with 100 to 249 employees,621,0,77623,3914508
4417,United States,Manufacturing,Male,Total,Total,Veteran,Firms with 250 to 499 employees,0,0,0,0
4418,United States,Manufacturing,Male,Total,Asian,Total,Firms with 100 to 249 employees,0,0,0,0
4419,United States,Manufacturing,Male,Total,Asian,Total,Firms with 250 to 499 employees,49,0,13489,623237
4420,United States,Manufacturing,Male,Total,Asian,Total,Firms with 500 employees or more,0,0,0,0
4421,United States,Manufacturing,Equally male/female,Total,Asian,Total,All firms,1486,0,17518,871887
4422,United States,Manufacturing,Equally male/female,Total,Asian,Total,Firms with no employees,124,0,0,8091
4423,United States,Manufacturing,Equally male/female,Total,Asian,Total,Firms with 1 to 4 employees,666,0,1385,50401
4424,United States,Manufacturing,Equally male/female,Total,Asian,Total,Firms with 5 to 9 employees,0,0,0,0
4425,United States,Manufacturing,Equally male/female,Total,Asian,Total,Firms with 10 to 19 employees,0,0,0,0
4426,United States,Manufacturing,Equally male/female,Total,Asian,Total,Firms with 20 to 49 employees,0,0,0,0
4427,United States,Manufacturing,Equally male/female,Total,Asian,Total,Firms with 50 to 99 employees,0,0,0,0
4428,United States,Manufacturing,Equally male/female,Total,Asian,Total,Firms with 100 to 249 employees,10,0,1302,62043
4429,United States,Manufacturing,Equally male/female,Total,Asian,Total,Firms with 250 to 499 employees,4,0,1171,62384
4430,United States,Manufacturing,Equally male/female,Total,Asian,Total,Firms with 500 employees or more,5,0,3064,211589
4431,United States,Manufacturing,Total,Total,Total,Veteran,All firms,16805,0,397562,20322066
4432,United States,Manufacturing,Total,Total,Total,Veteran,Firms with no employees,1187,0,0,283150
4433,United States,Manufacturing,Total,Total,Total,Veteran,Firms with 1 to 4 employees,6232,0,13989,529863
4434,United States,Manufacturing,Total,Total,Total,Veteran,Firms with 5 to 9 employees,2932,0,18998,759223
4435,United States,Manufacturing,Total,Total,Total,Veteran,Firms with 10 to 19 employees,2524,0,34037,1511391
4436,United States,Manufacturing,Total,Total,Total,Veteran,Firms with 20 to 49 employees,2101,0,65686,3294926
4437,United States,Manufacturing,Total,Total,Total,Veteran,Firms with 50 to 99 employees,926,0,63509,3225494
